email,company_name,website,contact_name,lawful_basis,marketing_consent,provider_reference
dataset-a-022@stage-v-20260618204845.staging.pleerity.com,Stage V Co A022,https://dataset-a-022.example.test,Contact Stage V Co A022,consent,true,csv:stage-v-20260618204845-dataset-a-022
dataset-a-023@stage-v-20260618204845.staging.pleerity.com,Stage V Co A023,https://dataset-a-023.example.test,Contact Stage V Co A023,consent,true,csv:stage-v-20260618204845-dataset-a-023
dataset-a-024@stage-v-20260618204845.staging.pleerity.com,Stage V Co A024,https://dataset-a-024.example.test,Contact Stage V Co A024,consent,true,csv:stage-v-20260618204845-dataset-a-024
dataset-a-025@stage-v-20260618204845.staging.pleerity.com,Stage V Co A025,https://dataset-a-025.example.test,Contact Stage V Co A025,consent,true,csv:stage-v-20260618204845-dataset-a-025
dataset-a-026@stage-v-20260618204845.staging.pleerity.com,Stage V Co A026,https://dataset-a-026.example.test,Contact Stage V Co A026,consent,true,csv:stage-v-20260618204845-dataset-a-026
dataset-a-027@stage-v-20260618204845.staging.pleerity.com,Stage V Co A027,https://dataset-a-027.example.test,Contact Stage V Co A027,consent,true,csv:stage-v-20260618204845-dataset-a-027
dataset-a-028@stage-v-20260618204845.staging.pleerity.com,Stage V Co A028,https://dataset-a-028.example.test,Contact Stage V Co A028,consent,true,csv:stage-v-20260618204845-dataset-a-028
dataset-a-029@stage-v-20260618204845.staging.pleerity.com,Stage V Co A029,https://dataset-a-029.example.test,Contact Stage V Co A029,consent,true,csv:stage-v-20260618204845-dataset-a-029
dataset-a-030@stage-v-20260618204845.staging.pleerity.com,Stage V Co A030,https://dataset-a-030.example.test,Contact Stage V Co A030,consent,true,csv:stage-v-20260618204845-dataset-a-030
dataset-a-031@stage-v-20260618204845.staging.pleerity.com,Stage V Co A031,https://dataset-a-031.example.test,Contact Stage V Co A031,consent,true,csv:stage-v-20260618204845-dataset-a-031
dataset-a-032@stage-v-20260618204845.staging.pleerity.com,Stage V Co A032,https://dataset-a-032.example.test,Contact Stage V Co A032,consent,true,csv:stage-v-20260618204845-dataset-a-032
dataset-a-033@stage-v-20260618204845.staging.pleerity.com,Stage V Co A033,https://dataset-a-033.example.test,Contact Stage V Co A033,consent,true,csv:stage-v-20260618204845-dataset-a-033
dataset-a-034@stage-v-20260618204845.staging.pleerity.com,Stage V Co A034,https://dataset-a-034.example.test,Contact Stage V Co A034,consent,true,csv:stage-v-20260618204845-dataset-a-034
dataset-a-035@stage-v-20260618204845.staging.pleerity.com,Stage V Co A035,https://dataset-a-035.example.test,Contact Stage V Co A035,consent,true,csv:stage-v-20260618204845-dataset-a-035
dataset-a-036@stage-v-20260618204845.staging.pleerity.com,Stage V Co A036,https://dataset-a-036.example.test,Contact Stage V Co A036,consent,true,csv:stage-v-20260618204845-dataset-a-036
dataset-a-037@stage-v-20260618204845.staging.pleerity.com,Stage V Co A037,https://dataset-a-037.example.test,Contact Stage V Co A037,consent,true,csv:stage-v-20260618204845-dataset-a-037
dataset-a-038@stage-v-20260618204845.staging.pleerity.com,Stage V Co A038,https://dataset-a-038.example.test,Contact Stage V Co A038,consent,true,csv:stage-v-20260618204845-dataset-a-038
dataset-a-039@stage-v-20260618204845.staging.pleerity.com,Stage V Co A039,https://dataset-a-039.example.test,Contact Stage V Co A039,consent,true,csv:stage-v-20260618204845-dataset-a-039
dataset-a-040@stage-v-20260618204845.staging.pleerity.com,Stage V Co A040,https://dataset-a-040.example.test,Contact Stage V Co A040,consent,true,csv:stage-v-20260618204845-dataset-a-040
dataset-a-041@stage-v-20260618204845.staging.pleerity.com,Stage V Co A041,https://dataset-a-041.example.test,Contact Stage V Co A041,consent,true,csv:stage-v-20260618204845-dataset-a-041
dataset-a-042@stage-v-20260618204845.staging.pleerity.com,Stage V Co A042,https://dataset-a-042.example.test,Contact Stage V Co A042,consent,true,csv:stage-v-20260618204845-dataset-a-042
dataset-a-043@stage-v-20260618204845.staging.pleerity.com,Stage V Co A043,https://dataset-a-043.example.test,Contact Stage V Co A043,consent,true,csv:stage-v-20260618204845-dataset-a-043
dataset-a-044@stage-v-20260618204845.staging.pleerity.com,Stage V Co A044,https://dataset-a-044.example.test,Contact Stage V Co A044,consent,true,csv:stage-v-20260618204845-dataset-a-044
dataset-a-045@stage-v-20260618204845.staging.pleerity.com,Stage V Co A045,https://dataset-a-045.example.test,Contact Stage V Co A045,consent,true,csv:stage-v-20260618204845-dataset-a-045
dataset-a-046@stage-v-20260618204845.staging.pleerity.com,Stage V Co A046,https://dataset-a-046.example.test,Contact Stage V Co A046,consent,true,csv:stage-v-20260618204845-dataset-a-046
dataset-a-047@stage-v-20260618204845.staging.pleerity.com,Stage V Co A047,https://dataset-a-047.example.test,Contact Stage V Co A047,consent,true,csv:stage-v-20260618204845-dataset-a-047
dataset-a-048@stage-v-20260618204845.staging.pleerity.com,Stage V Co A048,https://dataset-a-048.example.test,Contact Stage V Co A048,consent,true,csv:stage-v-20260618204845-dataset-a-048
dataset-a-049@stage-v-20260618204845.staging.pleerity.com,Stage V Co A049,https://dataset-a-049.example.test,Contact Stage V Co A049,consent,true,csv:stage-v-20260618204845-dataset-a-049
dataset-a-050@stage-v-20260618204845.staging.pleerity.com,Stage V Co A050,https://dataset-a-050.example.test,Contact Stage V Co A050,consent,true,csv:stage-v-20260618204845-dataset-a-050
