email,company_name,website,contact_name,lawful_basis,marketing_consent,provider_reference
dataset-b-012@stage-v-20260618204845.staging.pleerity.com,Stage V Co B012,https://dataset-b-012.example.test,Contact Stage V Co B012,consent,true,csv:stage-v-20260618204845-dataset-b-012
dataset-b-013@stage-v-20260618204845.staging.pleerity.com,Stage V Co B013,https://dataset-b-013.example.test,Contact Stage V Co B013,consent,true,csv:stage-v-20260618204845-dataset-b-013
dataset-b-014@stage-v-20260618204845.staging.pleerity.com,Stage V Co B014,https://dataset-b-014.example.test,Contact Stage V Co B014,consent,true,csv:stage-v-20260618204845-dataset-b-014
dataset-b-015@stage-v-20260618204845.staging.pleerity.com,Stage V Co B015,https://dataset-b-015.example.test,Contact Stage V Co B015,consent,true,csv:stage-v-20260618204845-dataset-b-015
dataset-b-016@stage-v-20260618204845.staging.pleerity.com,Stage V Co B016,https://dataset-b-016.example.test,Contact Stage V Co B016,consent,true,csv:stage-v-20260618204845-dataset-b-016
dataset-b-017@stage-v-20260618204845.staging.pleerity.com,Stage V Co B017,https://dataset-b-017.example.test,Contact Stage V Co B017,consent,true,csv:stage-v-20260618204845-dataset-b-017
dataset-b-018@stage-v-20260618204845.staging.pleerity.com,Stage V Co B018,https://dataset-b-018.example.test,Contact Stage V Co B018,consent,true,csv:stage-v-20260618204845-dataset-b-018
dataset-b-019@stage-v-20260618204845.staging.pleerity.com,Stage V Co B019,https://dataset-b-019.example.test,Contact Stage V Co B019,consent,true,csv:stage-v-20260618204845-dataset-b-019
dataset-b-020@stage-v-20260618204845.staging.pleerity.com,Stage V Co B020,https://dataset-b-020.example.test,Contact Stage V Co B020,consent,true,csv:stage-v-20260618204845-dataset-b-020
dataset-b-021@stage-v-20260618204845.staging.pleerity.com,Stage V Co B021,https://dataset-b-021.example.test,Contact Stage V Co B021,consent,true,csv:stage-v-20260618204845-dataset-b-021
dataset-b-022@stage-v-20260618204845.staging.pleerity.com,Stage V Co B022,https://dataset-b-022.example.test,Contact Stage V Co B022,consent,true,csv:stage-v-20260618204845-dataset-b-022
dataset-b-023@stage-v-20260618204845.staging.pleerity.com,Stage V Co B023,https://dataset-b-023.example.test,Contact Stage V Co B023,consent,true,csv:stage-v-20260618204845-dataset-b-023
dataset-b-024@stage-v-20260618204845.staging.pleerity.com,Stage V Co B024,https://dataset-b-024.example.test,Contact Stage V Co B024,consent,true,csv:stage-v-20260618204845-dataset-b-024
dataset-b-025@stage-v-20260618204845.staging.pleerity.com,Stage V Co B025,https://dataset-b-025.example.test,Contact Stage V Co B025,consent,true,csv:stage-v-20260618204845-dataset-b-025
dataset-b-026@stage-v-20260618204845.staging.pleerity.com,Stage V Co B026,https://dataset-b-026.example.test,Contact Stage V Co B026,consent,true,csv:stage-v-20260618204845-dataset-b-026
dataset-b-027@stage-v-20260618204845.staging.pleerity.com,Stage V Co B027,https://dataset-b-027.example.test,Contact Stage V Co B027,consent,true,csv:stage-v-20260618204845-dataset-b-027
dataset-b-028@stage-v-20260618204845.staging.pleerity.com,Stage V Co B028,https://dataset-b-028.example.test,Contact Stage V Co B028,consent,true,csv:stage-v-20260618204845-dataset-b-028
dataset-b-029@stage-v-20260618204845.staging.pleerity.com,Stage V Co B029,https://dataset-b-029.example.test,Contact Stage V Co B029,consent,true,csv:stage-v-20260618204845-dataset-b-029
dataset-b-030@stage-v-20260618204845.staging.pleerity.com,Stage V Co B030,https://dataset-b-030.example.test,Contact Stage V Co B030,consent,true,csv:stage-v-20260618204845-dataset-b-030
dataset-b-031@stage-v-20260618204845.staging.pleerity.com,Stage V Co B031,https://dataset-b-031.example.test,Contact Stage V Co B031,consent,true,csv:stage-v-20260618204845-dataset-b-031
dataset-b-032@stage-v-20260618204845.staging.pleerity.com,Stage V Co B032,https://dataset-b-032.example.test,Contact Stage V Co B032,consent,true,csv:stage-v-20260618204845-dataset-b-032
dataset-b-033@stage-v-20260618204845.staging.pleerity.com,Stage V Co B033,https://dataset-b-033.example.test,Contact Stage V Co B033,consent,true,csv:stage-v-20260618204845-dataset-b-033
dataset-b-034@stage-v-20260618204845.staging.pleerity.com,Stage V Co B034,https://dataset-b-034.example.test,Contact Stage V Co B034,consent,true,csv:stage-v-20260618204845-dataset-b-034
dataset-b-035@stage-v-20260618204845.staging.pleerity.com,Stage V Co B035,https://dataset-b-035.example.test,Contact Stage V Co B035,consent,true,csv:stage-v-20260618204845-dataset-b-035
dataset-b-036@stage-v-20260618204845.staging.pleerity.com,Stage V Co B036,https://dataset-b-036.example.test,Contact Stage V Co B036,consent,true,csv:stage-v-20260618204845-dataset-b-036
dataset-b-037@stage-v-20260618204845.staging.pleerity.com,Stage V Co B037,https://dataset-b-037.example.test,Contact Stage V Co B037,consent,true,csv:stage-v-20260618204845-dataset-b-037
dataset-b-038@stage-v-20260618204845.staging.pleerity.com,Stage V Co B038,https://dataset-b-038.example.test,Contact Stage V Co B038,consent,true,csv:stage-v-20260618204845-dataset-b-038
dataset-b-039@stage-v-20260618204845.staging.pleerity.com,Stage V Co B039,https://dataset-b-039.example.test,Contact Stage V Co B039,consent,true,csv:stage-v-20260618204845-dataset-b-039
dataset-b-040@stage-v-20260618204845.staging.pleerity.com,Stage V Co B040,https://dataset-b-040.example.test,Contact Stage V Co B040,consent,true,csv:stage-v-20260618204845-dataset-b-040
dataset-b-041@stage-v-20260618204845.staging.pleerity.com,Stage V Co B041,https://dataset-b-041.example.test,Contact Stage V Co B041,consent,true,csv:stage-v-20260618204845-dataset-b-041
dataset-b-042@stage-v-20260618204845.staging.pleerity.com,Stage V Co B042,https://dataset-b-042.example.test,Contact Stage V Co B042,consent,true,csv:stage-v-20260618204845-dataset-b-042
dataset-b-043@stage-v-20260618204845.staging.pleerity.com,Stage V Co B043,https://dataset-b-043.example.test,Contact Stage V Co B043,consent,true,csv:stage-v-20260618204845-dataset-b-043
dataset-b-044@stage-v-20260618204845.staging.pleerity.com,Stage V Co B044,https://dataset-b-044.example.test,Contact Stage V Co B044,consent,true,csv:stage-v-20260618204845-dataset-b-044
dataset-b-045@stage-v-20260618204845.staging.pleerity.com,Stage V Co B045,https://dataset-b-045.example.test,Contact Stage V Co B045,consent,true,csv:stage-v-20260618204845-dataset-b-045
dataset-b-046@stage-v-20260618204845.staging.pleerity.com,Stage V Co B046,https://dataset-b-046.example.test,Contact Stage V Co B046,consent,true,csv:stage-v-20260618204845-dataset-b-046
dataset-b-047@stage-v-20260618204845.staging.pleerity.com,Stage V Co B047,https://dataset-b-047.example.test,Contact Stage V Co B047,consent,true,csv:stage-v-20260618204845-dataset-b-047
dataset-b-048@stage-v-20260618204845.staging.pleerity.com,Stage V Co B048,https://dataset-b-048.example.test,Contact Stage V Co B048,consent,true,csv:stage-v-20260618204845-dataset-b-048
dataset-b-049@stage-v-20260618204845.staging.pleerity.com,Stage V Co B049,https://dataset-b-049.example.test,Contact Stage V Co B049,consent,true,csv:stage-v-20260618204845-dataset-b-049
dataset-b-050@stage-v-20260618204845.staging.pleerity.com,Stage V Co B050,https://dataset-b-050.example.test,Contact Stage V Co B050,consent,true,csv:stage-v-20260618204845-dataset-b-050
dataset-b-051@stage-v-20260618204845.staging.pleerity.com,Stage V Co B051,https://dataset-b-051.example.test,Contact Stage V Co B051,consent,true,csv:stage-v-20260618204845-dataset-b-051
dataset-b-052@stage-v-20260618204845.staging.pleerity.com,Stage V Co B052,https://dataset-b-052.example.test,Contact Stage V Co B052,consent,true,csv:stage-v-20260618204845-dataset-b-052
dataset-b-053@stage-v-20260618204845.staging.pleerity.com,Stage V Co B053,https://dataset-b-053.example.test,Contact Stage V Co B053,consent,true,csv:stage-v-20260618204845-dataset-b-053
dataset-b-054@stage-v-20260618204845.staging.pleerity.com,Stage V Co B054,https://dataset-b-054.example.test,Contact Stage V Co B054,consent,true,csv:stage-v-20260618204845-dataset-b-054
dataset-b-055@stage-v-20260618204845.staging.pleerity.com,Stage V Co B055,https://dataset-b-055.example.test,Contact Stage V Co B055,consent,true,csv:stage-v-20260618204845-dataset-b-055
dataset-b-056@stage-v-20260618204845.staging.pleerity.com,Stage V Co B056,https://dataset-b-056.example.test,Contact Stage V Co B056,consent,true,csv:stage-v-20260618204845-dataset-b-056
dataset-b-057@stage-v-20260618204845.staging.pleerity.com,Stage V Co B057,https://dataset-b-057.example.test,Contact Stage V Co B057,consent,true,csv:stage-v-20260618204845-dataset-b-057
dataset-b-058@stage-v-20260618204845.staging.pleerity.com,Stage V Co B058,https://dataset-b-058.example.test,Contact Stage V Co B058,consent,true,csv:stage-v-20260618204845-dataset-b-058
dataset-b-059@stage-v-20260618204845.staging.pleerity.com,Stage V Co B059,https://dataset-b-059.example.test,Contact Stage V Co B059,consent,true,csv:stage-v-20260618204845-dataset-b-059
dataset-b-060@stage-v-20260618204845.staging.pleerity.com,Stage V Co B060,https://dataset-b-060.example.test,Contact Stage V Co B060,consent,true,csv:stage-v-20260618204845-dataset-b-060
dataset-b-061@stage-v-20260618204845.staging.pleerity.com,Stage V Co B061,https://dataset-b-061.example.test,Contact Stage V Co B061,consent,true,csv:stage-v-20260618204845-dataset-b-061
dataset-b-062@stage-v-20260618204845.staging.pleerity.com,Stage V Co B062,https://dataset-b-062.example.test,Contact Stage V Co B062,consent,true,csv:stage-v-20260618204845-dataset-b-062
dataset-b-063@stage-v-20260618204845.staging.pleerity.com,Stage V Co B063,https://dataset-b-063.example.test,Contact Stage V Co B063,consent,true,csv:stage-v-20260618204845-dataset-b-063
dataset-b-064@stage-v-20260618204845.staging.pleerity.com,Stage V Co B064,https://dataset-b-064.example.test,Contact Stage V Co B064,consent,true,csv:stage-v-20260618204845-dataset-b-064
dataset-b-065@stage-v-20260618204845.staging.pleerity.com,Stage V Co B065,https://dataset-b-065.example.test,Contact Stage V Co B065,consent,true,csv:stage-v-20260618204845-dataset-b-065
dataset-b-066@stage-v-20260618204845.staging.pleerity.com,Stage V Co B066,https://dataset-b-066.example.test,Contact Stage V Co B066,consent,true,csv:stage-v-20260618204845-dataset-b-066
dataset-b-067@stage-v-20260618204845.staging.pleerity.com,Stage V Co B067,https://dataset-b-067.example.test,Contact Stage V Co B067,consent,true,csv:stage-v-20260618204845-dataset-b-067
dataset-b-068@stage-v-20260618204845.staging.pleerity.com,Stage V Co B068,https://dataset-b-068.example.test,Contact Stage V Co B068,consent,true,csv:stage-v-20260618204845-dataset-b-068
dataset-b-069@stage-v-20260618204845.staging.pleerity.com,Stage V Co B069,https://dataset-b-069.example.test,Contact Stage V Co B069,consent,true,csv:stage-v-20260618204845-dataset-b-069
dataset-b-070@stage-v-20260618204845.staging.pleerity.com,Stage V Co B070,https://dataset-b-070.example.test,Contact Stage V Co B070,consent,true,csv:stage-v-20260618204845-dataset-b-070
dataset-b-071@stage-v-20260618204845.staging.pleerity.com,Stage V Co B071,https://dataset-b-071.example.test,Contact Stage V Co B071,consent,true,csv:stage-v-20260618204845-dataset-b-071
dataset-b-072@stage-v-20260618204845.staging.pleerity.com,Stage V Co B072,https://dataset-b-072.example.test,Contact Stage V Co B072,consent,true,csv:stage-v-20260618204845-dataset-b-072
dataset-b-073@stage-v-20260618204845.staging.pleerity.com,Stage V Co B073,https://dataset-b-073.example.test,Contact Stage V Co B073,consent,true,csv:stage-v-20260618204845-dataset-b-073
dataset-b-074@stage-v-20260618204845.staging.pleerity.com,Stage V Co B074,https://dataset-b-074.example.test,Contact Stage V Co B074,consent,true,csv:stage-v-20260618204845-dataset-b-074
dataset-b-075@stage-v-20260618204845.staging.pleerity.com,Stage V Co B075,https://dataset-b-075.example.test,Contact Stage V Co B075,consent,true,csv:stage-v-20260618204845-dataset-b-075
dataset-b-076@stage-v-20260618204845.staging.pleerity.com,Stage V Co B076,https://dataset-b-076.example.test,Contact Stage V Co B076,consent,true,csv:stage-v-20260618204845-dataset-b-076
dataset-b-077@stage-v-20260618204845.staging.pleerity.com,Stage V Co B077,https://dataset-b-077.example.test,Contact Stage V Co B077,consent,true,csv:stage-v-20260618204845-dataset-b-077
dataset-b-078@stage-v-20260618204845.staging.pleerity.com,Stage V Co B078,https://dataset-b-078.example.test,Contact Stage V Co B078,consent,true,csv:stage-v-20260618204845-dataset-b-078
dataset-b-079@stage-v-20260618204845.staging.pleerity.com,Stage V Co B079,https://dataset-b-079.example.test,Contact Stage V Co B079,consent,true,csv:stage-v-20260618204845-dataset-b-079
dataset-b-080@stage-v-20260618204845.staging.pleerity.com,Stage V Co B080,https://dataset-b-080.example.test,Contact Stage V Co B080,consent,true,csv:stage-v-20260618204845-dataset-b-080
dataset-b-081@stage-v-20260618204845.staging.pleerity.com,Stage V Co B081,https://dataset-b-081.example.test,Contact Stage V Co B081,consent,true,csv:stage-v-20260618204845-dataset-b-081
dataset-b-082@stage-v-20260618204845.staging.pleerity.com,Stage V Co B082,https://dataset-b-082.example.test,Contact Stage V Co B082,consent,true,csv:stage-v-20260618204845-dataset-b-082
dataset-b-083@stage-v-20260618204845.staging.pleerity.com,Stage V Co B083,https://dataset-b-083.example.test,Contact Stage V Co B083,consent,true,csv:stage-v-20260618204845-dataset-b-083
dataset-b-084@stage-v-20260618204845.staging.pleerity.com,Stage V Co B084,https://dataset-b-084.example.test,Contact Stage V Co B084,consent,true,csv:stage-v-20260618204845-dataset-b-084
dataset-b-085@stage-v-20260618204845.staging.pleerity.com,Stage V Co B085,https://dataset-b-085.example.test,Contact Stage V Co B085,consent,true,csv:stage-v-20260618204845-dataset-b-085
dataset-b-086@stage-v-20260618204845.staging.pleerity.com,Stage V Co B086,https://dataset-b-086.example.test,Contact Stage V Co B086,consent,true,csv:stage-v-20260618204845-dataset-b-086
dataset-b-087@stage-v-20260618204845.staging.pleerity.com,Stage V Co B087,https://dataset-b-087.example.test,Contact Stage V Co B087,consent,true,csv:stage-v-20260618204845-dataset-b-087
dataset-b-088@stage-v-20260618204845.staging.pleerity.com,Stage V Co B088,https://dataset-b-088.example.test,Contact Stage V Co B088,consent,true,csv:stage-v-20260618204845-dataset-b-088
dataset-b-089@stage-v-20260618204845.staging.pleerity.com,Stage V Co B089,https://dataset-b-089.example.test,Contact Stage V Co B089,consent,true,csv:stage-v-20260618204845-dataset-b-089
dataset-b-090@stage-v-20260618204845.staging.pleerity.com,Stage V Co B090,https://dataset-b-090.example.test,Contact Stage V Co B090,consent,true,csv:stage-v-20260618204845-dataset-b-090
dataset-b-091@stage-v-20260618204845.staging.pleerity.com,Stage V Co B091,https://dataset-b-091.example.test,Contact Stage V Co B091,consent,true,csv:stage-v-20260618204845-dataset-b-091
dataset-b-092@stage-v-20260618204845.staging.pleerity.com,Stage V Co B092,https://dataset-b-092.example.test,Contact Stage V Co B092,consent,true,csv:stage-v-20260618204845-dataset-b-092
dataset-b-093@stage-v-20260618204845.staging.pleerity.com,Stage V Co B093,https://dataset-b-093.example.test,Contact Stage V Co B093,consent,true,csv:stage-v-20260618204845-dataset-b-093
dataset-b-094@stage-v-20260618204845.staging.pleerity.com,Stage V Co B094,https://dataset-b-094.example.test,Contact Stage V Co B094,consent,true,csv:stage-v-20260618204845-dataset-b-094
dataset-b-095@stage-v-20260618204845.staging.pleerity.com,Stage V Co B095,https://dataset-b-095.example.test,Contact Stage V Co B095,consent,true,csv:stage-v-20260618204845-dataset-b-095
dataset-b-096@stage-v-20260618204845.staging.pleerity.com,Stage V Co B096,https://dataset-b-096.example.test,Contact Stage V Co B096,consent,true,csv:stage-v-20260618204845-dataset-b-096
dataset-b-097@stage-v-20260618204845.staging.pleerity.com,Stage V Co B097,https://dataset-b-097.example.test,Contact Stage V Co B097,consent,true,csv:stage-v-20260618204845-dataset-b-097
dataset-b-098@stage-v-20260618204845.staging.pleerity.com,Stage V Co B098,https://dataset-b-098.example.test,Contact Stage V Co B098,consent,true,csv:stage-v-20260618204845-dataset-b-098
dataset-b-099@stage-v-20260618204845.staging.pleerity.com,Stage V Co B099,https://dataset-b-099.example.test,Contact Stage V Co B099,consent,true,csv:stage-v-20260618204845-dataset-b-099
dataset-b-100@stage-v-20260618204845.staging.pleerity.com,Stage V Co B100,https://dataset-b-100.example.test,Contact Stage V Co B100,consent,true,csv:stage-v-20260618204845-dataset-b-100
